id,name,type,country,city,latitude,longitude,average_price_usd,rating,rating_count,amenities,description,popularity_score,category,nearby_destinations,generated_at
gt_1324,Montreal Hotel,hotel,Canada,Montreal,45.524561,-73.519423,103.58,4.53,13352,"Free WiFi, Spa, Pet Friendly","Comfortable Montreal Hotel located in Montreal, offering Free WiFi, Spa, Pet Friendly. Suitable for business and leisure travelers.",94,adventure,,2025-10-31T17:59:12.160764Z
gt_1325,Istanbul Downtown,destination,Turkey,Istanbul,40.988269,29.003903,3.69,3.72,288,"Fitness Center, Bar","Istanbul Downtown area in Istanbul, known for its local culture and points of interest.",54,cultural,,2025-10-31T17:59:12.160781Z
gt_1326,Barcelona Suites,hotel,Spain,Barcelona,41.346546,2.193068,82.56,4.12,6134,"Breakfast Included, Family Rooms, Airport Shuttle, Spa","Comfortable Barcelona Suites located in Barcelona, offering Breakfast Included, Family Rooms, Airport Shuttle, Spa. Suitable for business and leisure travelers.",87,urban,,2025-10-31T17:59:12.160802Z
gt_1327,Stockholm Retreat,resort,Sweden,Stockholm,59.321793,18.069983,252.39,2.99,11285,Breakfast Included,Relaxing resort in Stockholm with Breakfast Included. Ideal for holidays and retreats.,88,nature,"Istanbul Temple, Prague Waterfront",2025-10-31T17:59:12.160820Z
gt_1328,Stockholm International Airport,airport,Sweden,Stockholm,59.311757,18.112432,0.0,4.3,1097,"Airport Shuttle, Pool, Breakfast Included, Bar","Stockholm Stockholm International Airport, main air transport hub serving the region.",74,adventure,,2025-10-31T17:59:12.160836Z
gt_1329,Mumbai Boutique,hotel,India,Mumbai,19.087514,72.868239,60.75,3.79,252,"Fitness Center, Pool, Bar, Parking","Comfortable Mumbai Boutique located in Mumbai, offering Fitness Center, Pool, Bar, Parking. Suitable for business and leisure travelers.",51,family,,2025-10-31T17:59:12.160854Z
gt_133,Abu Dhabi Lodge,hotel,United Arab Emirates,Abu Dhabi,24.437122,54.389319,148.96,3.12,11821,"Family Rooms, Bar, Airport Shuttle, Parking","Comfortable Abu Dhabi Lodge located in Abu Dhabi, offering Family Rooms, Bar, Airport Shuttle, Parking. Suitable for business and leisure travelers.",89,family,Saint Petersburg Temple,2025-10-31T17:59:12.131334Z
gt_1330,San Francisco Suites,hotel,United States,San Francisco,37.762129,-122.443072,147.66,4.48,8987,Spa,"Comfortable San Francisco Suites located in San Francisco, offering Spa. Suitable for business and leisure travelers.",92,cultural,Chennai Historic District,2025-10-31T17:59:12.160873Z
gt_1331,Los Angeles Hotel,hotel,United States,Los Angeles,34.081026,-118.290969,113.08,2.35,7083,"Non-smoking, Pet Friendly, Free WiFi","Comfortable Los Angeles Hotel located in Los Angeles, offering Non-smoking, Pet Friendly, Free WiFi. Suitable for business and leisure travelers.",93,beach,"Osaka Beach, Sydney Beach",2025-10-31T17:59:12.160892Z
gt_1332,Geneva Suites,hotel,Switzerland,Geneva,46.158136,6.192321,106.52,3.12,2331,Pool,"Comfortable Geneva Suites located in Geneva, offering Pool. Suitable for business and leisure travelers.",78,cultural,"Chennai Viewpoint, Oslo Park, Osaka Beach",2025-10-31T17:59:12.160913Z
gt_1333,Manila Inn,hotel,Philippines,Manila,14.570408,120.991788,38.83,3.25,1576,Pool,"Comfortable Manila Inn located in Manila, offering Pool. Suitable for business and leisure travelers.",69,cultural,Goa Downtown,2025-10-31T17:59:12.160931Z
gt_1334,Mumbai Beach,attraction,India,Mumbai,19.056428,72.87776,5.86,3.72,7655,"Spa, Airport Shuttle",Mumbai Beach is a popular attraction in Mumbai. Visitors enjoy its scenic value and cultural importance.,93,adventure,"Nairobi Suites, Nairobi Park",2025-10-31T17:59:12.160952Z
gt_1335,Saint Petersburg Temple,attraction,Russia,Saint Petersburg,59.94681,30.371797,14.2,3.33,38255,"Beach Access, Airport Shuttle, Breakfast Included, Spa",Saint Petersburg Temple is a popular attraction in Saint Petersburg. Visitors enjoy its scenic value and cultural importance.,100,cultural,"Chennai Lodge, Baghdad Waterfront",2025-10-31T17:59:12.160974Z
gt_1336,Abu Dhabi Monument,attraction,United Arab Emirates,Abu Dhabi,24.485307,54.383572,17.53,3.68,40757,"Airport Shuttle, Pet Friendly, Beach Access, Pool",Abu Dhabi Monument is a popular attraction in Abu Dhabi. Visitors enjoy its scenic value and cultural importance.,100,luxury,Rio de Janeiro Suites,2025-10-31T17:59:12.160991Z
gt_1337,Dubai Beach Resort,resort,United Arab Emirates,Dubai,25.224597,55.236725,266.04,3.35,10488,Family Rooms,Relaxing resort in Dubai with Family Rooms. Ideal for holidays and retreats.,93,urban,"Saint Petersburg Beach, Zurich Inn, Chennai Boutique",2025-10-31T17:59:12.161011Z
gt_1338,Dubai Waterfront,destination,United Arab Emirates,Dubai,25.229594,55.23621,5.34,3.57,477,"Airport Shuttle, Fitness Center, Family Rooms","Dubai Waterfront area in Dubai, known for its local culture and points of interest.",62,cultural,Baghdad Downtown,2025-10-31T17:59:12.161029Z
gt_1339,Rio de Janeiro Retreat,resort,Brazil,Rio de Janeiro,-22.923948,-43.147992,75.07,2.62,2576,"Non-smoking, Beach Access, Airport Shuttle, Fitness Center","Relaxing resort in Rio de Janeiro with Non-smoking, Beach Access, Airport Shuttle, Fitness Center. Ideal for holidays and retreats.",76,cultural,"Dubai Viewpoint, Istanbul Boutique",2025-10-31T17:59:12.161060Z
gt_134,Honolulu Boutique,hotel,United States,Honolulu,21.27688,-157.808574,110.17,3.02,3300,"Pet Friendly, Spa, Beach Access, Bar","Comfortable Honolulu Boutique located in Honolulu, offering Pet Friendly, Spa, Beach Access, Bar. Suitable for business and leisure travelers.",80,budget,"Hanoi Beach, Sao Paulo Lodge, Cancun Monument",2025-10-31T17:59:12.131362Z
gt_1340,Hanoi Hotel,hotel,Vietnam,Hanoi,21.019328,105.819648,59.6,3.76,7716,"Family Rooms, Bar","Comfortable Hanoi Hotel located in Hanoi, offering Family Rooms, Bar. Suitable for business and leisure travelers.",92,cultural,,2025-10-31T17:59:12.161078Z
gt_1341,Budapest Lodge,hotel,Hungary,Budapest,47.49761,19.011022,119.82,3.73,7577,Free WiFi,"Comfortable Budapest Lodge located in Budapest, offering Free WiFi. Suitable for business and leisure travelers.",87,budget,,2025-10-31T17:59:12.161093Z
gt_1342,Sao Paulo Inn,hotel,Brazil,Sao Paulo,-23.541285,-46.653515,82.5,4.15,4497,"Parking, Fitness Center, Free WiFi, Non-smoking","Comfortable Sao Paulo Inn located in Sao Paulo, offering Parking, Fitness Center, Free WiFi, Non-smoking. Suitable for business and leisure travelers.",81,urban,"Abu Dhabi Old Town, Auckland Museum, Istanbul Inn",2025-10-31T17:59:12.161114Z
gt_1343,Buenos Aires Suites,hotel,Argentina,Buenos Aires,-34.652565,-58.392059,86.3,4.07,10378,"Beach Access, Breakfast Included","Comfortable Buenos Aires Suites located in Buenos Aires, offering Beach Access, Breakfast Included. Suitable for business and leisure travelers.",92,adventure,"Bangkok Monument, Melbourne Inn, Ho Chi Minh City Downtown",2025-10-31T17:59:12.161136Z
gt_1344,Budapest International Airport,airport,Hungary,Budapest,47.507908,18.993486,0.0,3.2,1314,"Bar, Beach Access, Breakfast Included, Parking","Budapest Budapest International Airport, main air transport hub serving the region.",67,beach,"Dublin Historic District, Bogota Old Town, Phuket Inn",2025-10-31T17:59:12.161168Z
gt_1345,Melbourne Boutique,hotel,Australia,Melbourne,-37.766394,144.934644,103.65,3.29,9310,"Bar, Family Rooms, Free WiFi","Comfortable Melbourne Boutique located in Melbourne, offering Bar, Family Rooms, Free WiFi. Suitable for business and leisure travelers.",87,beach,Delhi Beach,2025-10-31T17:59:12.161190Z
gt_1346,Geneva Park,attraction,Switzerland,Geneva,46.227237,6.188701,19.93,3.52,6584,"Free WiFi, Family Rooms, Fitness Center",Geneva Park is a popular attraction in Geneva. Visitors enjoy its scenic value and cultural importance.,86,beach,,2025-10-31T17:59:12.161207Z
gt_1347,Prague Museum,attraction,Czech Republic,Prague,50.123032,14.445634,8.8,3.48,35683,Pool,Prague Museum is a popular attraction in Prague. Visitors enjoy its scenic value and cultural importance.,100,luxury,,2025-10-31T17:59:12.161223Z
gt_1348,London Suites,hotel,United Kingdom,London,51.482045,-0.163362,141.37,4.54,643,"Fitness Center, Bar","Comfortable London Suites located in London, offering Fitness Center, Bar. Suitable for business and leisure travelers.",65,cultural,"Auckland Boutique, Paris Historic District, Jerusalem Historic District",2025-10-31T17:59:12.161244Z
gt_1349,Kolkata Retreat,resort,India,Kolkata,22.592136,88.370447,153.45,3.18,2564,Airport Shuttle,Relaxing resort in Kolkata with Airport Shuttle. Ideal for holidays and retreats.,78,luxury,Toronto Hotel,2025-10-31T17:59:12.161273Z
gt_135,Reykjavik Lodge,hotel,Iceland,Reykjavik,64.141507,-21.932807,92.58,2.78,13629,Beach Access,"Comfortable Reykjavik Lodge located in Reykjavik, offering Beach Access. Suitable for business and leisure travelers.",100,beach,"Osaka Downtown, Bengaluru Inn, San Francisco Hotel",2025-10-31T17:59:12.131393Z
gt_1350,Vienna International Airport,airport,Austria,Vienna,48.243721,16.412176,0.0,3.98,120,Pet Friendly,"Vienna Vienna International Airport, main air transport hub serving the region.",49,urban,,2025-10-31T17:59:12.161289Z
gt_1351,Brisbane Inn,hotel,Australia,Brisbane,-27.506548,153.028462,148.96,2.54,13897,Spa,"Comfortable Brisbane Inn located in Brisbane, offering Spa. Suitable for business and leisure travelers.",94,adventure,"New York Monument, Doha Historic District, Moscow Museum",2025-10-31T17:59:12.161311Z
gt_1352,Cape Town Lodge,hotel,South Africa,Cape Town,-33.896038,18.382069,92.03,2.41,3501,"Parking, Fitness Center, Pet Friendly, Bar","Comfortable Cape Town Lodge located in Cape Town, offering Parking, Fitness Center, Pet Friendly, Bar. Suitable for business and leisure travelers.",82,urban,"San Francisco Monument, Toronto Monument",2025-10-31T17:59:12.161333Z
gt_1353,Saint Petersburg Museum,attraction,Russia,Saint Petersburg,59.906079,30.29024,13.18,3.72,37858,"Spa, Airport Shuttle, Bar",Saint Petersburg Museum is a popular attraction in Saint Petersburg. Visitors enjoy its scenic value and cultural importance.,100,beach,"Istanbul Museum, Bengaluru Beach",2025-10-31T17:59:12.161352Z
gt_1354,Guangzhou Lodge,hotel,China,Guangzhou,23.079302,113.2777,98.87,4.43,5304,"Non-smoking, Parking","Comfortable Guangzhou Lodge located in Guangzhou, offering Non-smoking, Parking. Suitable for business and leisure travelers.",84,adventure,,2025-10-31T17:59:12.161374Z
gt_1355,Vienna Museum,attraction,Austria,Vienna,48.168797,16.422841,15.26,3.89,35578,"Fitness Center, Bar, Pet Friendly",Vienna Museum is a popular attraction in Vienna. Visitors enjoy its scenic value and cultural importance.,100,family,"Bali Boutique, Kuala Lumpur Old Town, Rome Beach",2025-10-31T17:59:12.161397Z
gt_1356,Las Vegas Retreat,resort,United States,Las Vegas,36.165468,-115.150828,261.7,2.91,8281,"Spa, Bar, Parking","Relaxing resort in Las Vegas with Spa, Bar, Parking. Ideal for holidays and retreats.",95,budget,,2025-10-31T17:59:12.161414Z
gt_1357,Cancun Hotel,hotel,Mexico,Cancun,21.198015,-86.875432,51.54,4.54,10878,Pool,"Comfortable Cancun Hotel located in Cancun, offering Pool. Suitable for business and leisure travelers.",91,urban,"Brisbane Museum, Sao Paulo Waterfront",2025-10-31T17:59:12.161433Z
gt_1358,Melbourne Central Station,railway_station,Australia,Melbourne,-37.791588,144.925271,0.0,4.76,843,"Fitness Center, Family Rooms, Free WiFi, Breakfast Included",Melbourne Central Station serving Melbourne with national and regional connections.,63,budget,"Osaka Old Town, New York Lodge, Beijing Monument",2025-10-31T17:59:12.161453Z
gt_1359,Osaka Boutique,hotel,Japan,Osaka,34.646895,135.479592,110.88,2.89,225,"Parking, Pet Friendly, Spa","Comfortable Osaka Boutique located in Osaka, offering Parking, Pet Friendly, Spa. Suitable for business and leisure travelers.",57,nature,Mexico City Downtown,2025-10-31T17:59:12.161470Z
gt_136,Helsinki Retreat,resort,Finland,Helsinki,60.216581,24.92156,101.83,2.3,11505,Pool,Relaxing resort in Helsinki with Pool. Ideal for holidays and retreats.,91,beach,"Beijing Historic District, Kuala Lumpur Waterfront",2025-10-31T17:59:12.131421Z
gt_1360,Reykjavik Boutique,hotel,Iceland,Reykjavik,64.179204,-21.898031,84.15,2.8,1677,Airport Shuttle,"Comfortable Reykjavik Boutique located in Reykjavik, offering Airport Shuttle. Suitable for business and leisure travelers.",74,family,,2025-10-31T17:59:12.161485Z
gt_1361,Hong Kong Lodge,hotel,China,Hong Kong,22.333256,114.213001,121.66,2.72,9710,"Free WiFi, Beach Access","Comfortable Hong Kong Lodge located in Hong Kong, offering Free WiFi, Beach Access. Suitable for business and leisure travelers.",90,family,,2025-10-31T17:59:12.161500Z
gt_1362,Vienna Museum,attraction,Austria,Vienna,48.243349,16.326173,12.74,3.88,15750,Spa,Vienna Museum is a popular attraction in Vienna. Visitors enjoy its scenic value and cultural importance.,99,adventure,,2025-10-31T17:59:12.161514Z
gt_1363,Melbourne Viewpoint,attraction,Australia,Melbourne,-37.790324,144.975981,19.82,3.46,5064,"Spa, Fitness Center, Pool",Melbourne Viewpoint is a popular attraction in Melbourne. Visitors enjoy its scenic value and cultural importance.,90,nature,"Istanbul Boutique, Bogota Suites",2025-10-31T17:59:12.161536Z
gt_1364,Shanghai Boutique,hotel,China,Shanghai,31.247769,121.446434,106.45,4.75,6326,"Pet Friendly, Parking","Comfortable Shanghai Boutique located in Shanghai, offering Pet Friendly, Parking. Suitable for business and leisure travelers.",90,luxury,,2025-10-31T17:59:12.161560Z
gt_1365,Kyoto Boutique,hotel,Japan,Kyoto,34.993494,135.751293,145.52,4.22,14818,"Bar, Beach Access","Comfortable Kyoto Boutique located in Kyoto, offering Bar, Beach Access. Suitable for business and leisure travelers.",100,family,,2025-10-31T17:59:12.161590Z
gt_1366,Accra Downtown,destination,Ghana,Accra,5.637112,-0.176726,2.98,3.55,1573,Fitness Center,"Accra Downtown area in Accra, known for its local culture and points of interest.",72,beach,Hanoi Historic District,2025-10-31T17:59:12.161617Z
gt_1367,Kuala Lumpur Viewpoint,attraction,Malaysia,Kuala Lumpur,3.126125,101.726268,6.74,4.7,34072,"Free WiFi, Beach Access, Pool, Bar",Kuala Lumpur Viewpoint is a popular attraction in Kuala Lumpur. Visitors enjoy its scenic value and cultural importance.,100,luxury,"Santiago Inn, Mumbai Suites",2025-10-31T17:59:12.161643Z
gt_1368,Lima Lodge,hotel,Peru,Lima,-12.082399,-77.070805,60.86,4.69,9187,Breakfast Included,"Comfortable Lima Lodge located in Lima, offering Breakfast Included. Suitable for business and leisure travelers.",95,nature,,2025-10-31T17:59:12.161659Z
gt_1369,Warsaw Lodge,hotel,Poland,Warsaw,52.207898,20.980619,109.37,3.99,10051,"Breakfast Included, Bar, Non-smoking, Parking","Comfortable Warsaw Lodge located in Warsaw, offering Breakfast Included, Bar, Non-smoking, Parking. Suitable for business and leisure travelers.",94,budget,Johannesburg Monument,2025-10-31T17:59:12.161677Z
gt_137,Melbourne Suites,hotel,Australia,Melbourne,-37.771545,144.921685,115.32,4.2,11276,"Parking, Pet Friendly","Comfortable Melbourne Suites located in Melbourne, offering Parking, Pet Friendly. Suitable for business and leisure travelers.",94,budget,"Manila Old Town, Accra Temple, Melbourne Lodge",2025-10-31T17:59:12.131452Z
gt_1370,Goa Suites,hotel,India,Goa,15.283104,74.119854,66.74,4.33,7454,"Breakfast Included, Pool","Comfortable Goa Suites located in Goa, offering Breakfast Included, Pool. Suitable for business and leisure travelers.",89,nature,"Chennai Boutique, Melbourne Boutique",2025-10-31T17:59:12.161695Z
gt_1371,Rio de Janeiro Lodge,hotel,Brazil,Rio de Janeiro,-22.889234,-43.193788,69.79,3.4,2705,"Parking, Free WiFi, Airport Shuttle","Comfortable Rio de Janeiro Lodge located in Rio de Janeiro, offering Parking, Free WiFi, Airport Shuttle. Suitable for business and leisure travelers.",77,budget,Kyoto Downtown,2025-10-31T17:59:12.161724Z
gt_1372,Delhi Airport,airport,India,Delhi,28.702637,77.147628,0.0,4.66,285,"Airport Shuttle, Free WiFi, Breakfast Included, Non-smoking","Delhi Delhi Airport, main air transport hub serving the region.",53,budget,"Buenos Aires Viewpoint, Jerusalem Historic District, Honolulu Museum",2025-10-31T17:59:12.161761Z
gt_1373,Tokyo Hotel,hotel,Japan,Tokyo,35.677745,139.662692,126.44,3.62,14840,Pet Friendly,"Comfortable Tokyo Hotel located in Tokyo, offering Pet Friendly. Suitable for business and leisure travelers.",100,nature,Manila Temple,2025-10-31T17:59:12.161792Z
gt_1374,Buenos Aires Inn,hotel,Argentina,Buenos Aires,-34.623493,-58.353576,85.16,4.09,1994,"Family Rooms, Spa","Comfortable Buenos Aires Inn located in Buenos Aires, offering Family Rooms, Spa. Suitable for business and leisure travelers.",78,family,,2025-10-31T17:59:12.161813Z
gt_1375,New York Hotel,hotel,United States,New York,40.72317,-74.055794,127.08,4.16,9454,"Non-smoking, Airport Shuttle","Comfortable New York Hotel located in New York, offering Non-smoking, Airport Shuttle. Suitable for business and leisure travelers.",89,nature,"Jerusalem Temple, Bali Hotel",2025-10-31T17:59:12.161831Z
gt_1376,Guangzhou Viewpoint,attraction,China,Guangzhou,23.11001,113.287109,10.81,3.19,9587,"Pet Friendly, Beach Access",Guangzhou Viewpoint is a popular attraction in Guangzhou. Visitors enjoy its scenic value and cultural importance.,96,budget,"Prague Monument, Guadalajara Boutique",2025-10-31T17:59:12.161852Z
gt_1377,Mumbai Suites,hotel,India,Mumbai,19.109787,72.872094,79.62,4.9,3849,Beach Access,"Comfortable Mumbai Suites located in Mumbai, offering Beach Access. Suitable for business and leisure travelers.",87,luxury,"Brussels Historic District, Istanbul Lodge, Moscow Suites",2025-10-31T17:59:12.161872Z
gt_1378,Tel Aviv Suites,hotel,Israel,Tel Aviv,32.06976,34.797683,77.75,3.76,1325,"Parking, Beach Access, Non-smoking, Family Rooms","Comfortable Tel Aviv Suites located in Tel Aviv, offering Parking, Beach Access, Non-smoking, Family Rooms. Suitable for business and leisure travelers.",71,beach,,2025-10-31T17:59:12.161890Z
gt_1379,Barcelona Boutique,hotel,Spain,Barcelona,41.350688,2.147991,75.61,2.51,5271,"Fitness Center, Free WiFi, Beach Access, Pool","Comfortable Barcelona Boutique located in Barcelona, offering Fitness Center, Free WiFi, Beach Access, Pool. Suitable for business and leisure travelers.",89,luxury,,2025-10-31T17:59:12.161906Z
gt_138,Accra Lodge,hotel,Ghana,Accra,5.634719,-0.225491,83.06,3.7,1609,"Bar, Parking, Pet Friendly, Pool","Comfortable Accra Lodge located in Accra, offering Bar, Parking, Pet Friendly, Pool. Suitable for business and leisure travelers.",72,family,,2025-10-31T17:59:12.131482Z
gt_1380,Buenos Aires Retreat,resort,Argentina,Buenos Aires,-34.605071,-58.377685,127.98,3.49,13541,"Non-smoking, Beach Access, Airport Shuttle, Pet Friendly","Relaxing resort in Buenos Aires with Non-smoking, Beach Access, Airport Shuttle, Pet Friendly. Ideal for holidays and retreats.",93,budget,Seoul Viewpoint,2025-10-31T17:59:12.161925Z
gt_1381,Toronto Railway Station,railway_station,Canada,Toronto,43.631807,-79.417978,0.0,3.93,582,"Beach Access, Airport Shuttle, Parking",Toronto Railway Station serving Toronto with national and regional connections.,59,adventure,,2025-10-31T17:59:12.161942Z
gt_1382,Hong Kong Hotel,hotel,China,Hong Kong,22.290018,114.145365,122.34,2.86,12673,"Family Rooms, Fitness Center","Comfortable Hong Kong Hotel located in Hong Kong, offering Family Rooms, Fitness Center. Suitable for business and leisure travelers.",98,family,Chennai Historic District,2025-10-31T17:59:12.161959Z
gt_1383,Jakarta Monument,attraction,Indonesia,Jakarta,-6.209711,106.850974,10.89,3.72,13681,"Parking, Fitness Center",Jakarta Monument is a popular attraction in Jakarta. Visitors enjoy its scenic value and cultural importance.,94,urban,,2025-10-31T17:59:12.161974Z
gt_1384,Bogota Hotel,hotel,Colombia,Bogota,4.700292,-74.103701,88.94,3.29,8591,"Free WiFi, Pool","Comfortable Bogota Hotel located in Bogota, offering Free WiFi, Pool. Suitable for business and leisure travelers.",86,urban,"London Suites, Busan Waterfront",2025-10-31T17:59:12.161993Z
gt_1385,Delhi Railway Station,railway_station,India,Delhi,28.706993,77.103631,0.0,3.26,374,"Pet Friendly, Bar, Airport Shuttle",Delhi Railway Station serving Delhi with national and regional connections.,57,beach,"Cancun Waterfront, Cape Town Boutique, Zurich Suites",2025-10-31T17:59:12.162013Z
gt_1386,Busan Boutique,hotel,South Korea,Busan,35.167908,129.118481,83.28,3.38,5037,"Non-smoking, Spa, Pet Friendly, Free WiFi","Comfortable Busan Boutique located in Busan, offering Non-smoking, Spa, Pet Friendly, Free WiFi. Suitable for business and leisure travelers.",86,luxury,Kuala Lumpur Suites,2025-10-31T17:59:12.162030Z
gt_1387,Kyoto International Airport,airport,Japan,Kyoto,35.022989,135.776531,0.0,4.38,1537,"Beach Access, Parking, Spa, Airport Shuttle","Kyoto Kyoto International Airport, main air transport hub serving the region.",73,cultural,,2025-10-31T17:59:12.162045Z
gt_1388,Goa Beach,attraction,India,Goa,15.295447,74.172397,11.0,3.14,37722,Breakfast Included,Goa Beach is a popular attraction in Goa. Visitors enjoy its scenic value and cultural importance.,100,nature,"New York Park, Singapore Lodge",2025-10-31T17:59:12.162063Z
gt_1389,Istanbul Waterfront,destination,Turkey,Istanbul,41.019296,28.941795,3.31,3.83,1796,"Pet Friendly, Pool","Istanbul Waterfront area in Istanbul, known for its local culture and points of interest.",77,adventure,"Madrid Hotel, Bangkok Viewpoint",2025-10-31T17:59:12.162081Z
gt_139,Kiev Inn,hotel,Ukraine,Kiev,50.461511,30.493132,91.8,4.2,9052,"Pet Friendly, Fitness Center","Comfortable Kiev Inn located in Kiev, offering Pet Friendly, Fitness Center. Suitable for business and leisure travelers.",92,beach,"Mumbai Inn, Guangzhou Waterfront, Buenos Aires Viewpoint",2025-10-31T17:59:12.131515Z
gt_1390,Dublin Park,attraction,Ireland,Dublin,53.376394,-6.265773,18.56,3.37,42282,"Bar, Free WiFi",Dublin Park is a popular attraction in Dublin. Visitors enjoy its scenic value and cultural importance.,100,beach,"Cape Town Viewpoint, Buenos Aires Lodge",2025-10-31T17:59:12.162101Z
gt_1391,Singapore Inn,hotel,Singapore,Singapore,1.369689,103.799018,142.25,4.39,13248,"Airport Shuttle, Free WiFi, Pool, Family Rooms","Comfortable Singapore Inn located in Singapore, offering Airport Shuttle, Free WiFi, Pool, Family Rooms. Suitable for business and leisure travelers.",91,adventure,London Viewpoint,2025-10-31T17:59:12.162121Z
gt_1392,Tokyo Suites,hotel,Japan,Tokyo,35.709231,139.679819,148.39,4.61,12342,"Beach Access, Parking","Comfortable Tokyo Suites located in Tokyo, offering Beach Access, Parking. Suitable for business and leisure travelers.",99,family,"Chicago Old Town, Copenhagen Waterfront, Prague Historic District",2025-10-31T17:59:12.162141Z
gt_1393,Baghdad Monument,attraction,Iraq,Baghdad,33.34156,44.325458,11.38,4.69,39286,"Free WiFi, Fitness Center",Baghdad Monument is a popular attraction in Baghdad. Visitors enjoy its scenic value and cultural importance.,100,cultural,"Abu Dhabi Historic District, Brisbane Park, Kolkata Downtown",2025-10-31T17:59:12.162163Z
gt_1394,Guadalajara Hotel,hotel,Mexico,Guadalajara,20.638284,-103.335794,40.65,4.66,1807,"Pet Friendly, Fitness Center, Free WiFi, Non-smoking","Comfortable Guadalajara Hotel located in Guadalajara, offering Pet Friendly, Fitness Center, Free WiFi, Non-smoking. Suitable for business and leisure travelers.",69,nature,Stockholm Historic District,2025-10-31T17:59:12.162185Z
gt_1395,Istanbul Inn,hotel,Turkey,Istanbul,41.005931,28.974208,39.83,3.25,5579,Non-smoking,"Comfortable Istanbul Inn located in Istanbul, offering Non-smoking. Suitable for business and leisure travelers.",84,family,"Hong Kong Historic District, Abu Dhabi Old Town",2025-10-31T17:59:12.162250Z
gt_1396,Budapest Hotel,hotel,Hungary,Budapest,47.526931,19.055906,103.47,2.25,8469,"Beach Access, Breakfast Included, Parking","Comfortable Budapest Hotel located in Budapest, offering Beach Access, Breakfast Included, Parking. Suitable for business and leisure travelers.",86,beach,"Dublin Downtown, Paris Monument, Paris Temple",2025-10-31T17:59:12.162280Z
gt_1397,Bali Retreat,resort,Indonesia,Bali,-8.346646,115.099914,124.58,2.8,7152,Pool,Relaxing resort in Bali with Pool. Ideal for holidays and retreats.,88,cultural,"San Francisco Waterfront, Brisbane Monument, Hanoi Lodge",2025-10-31T17:59:12.162302Z
gt_1398,Singapore Hotel,hotel,Singapore,Singapore,1.334815,103.840359,130.59,2.51,470,"Fitness Center, Airport Shuttle, Pet Friendly","Comfortable Singapore Hotel located in Singapore, offering Fitness Center, Airport Shuttle, Pet Friendly. Suitable for business and leisure travelers.",59,family,"Mexico City Historic District, Manila Lodge",2025-10-31T17:59:12.162322Z
gt_1399,Chennai Inn,hotel,India,Chennai,13.065725,80.302138,95.24,3.77,12479,"Breakfast Included, Spa","Comfortable Chennai Inn located in Chennai, offering Breakfast Included, Spa. Suitable for business and leisure travelers.",95,beach,"Kyoto Temple, Geneva Boutique, Berlin Viewpoint",2025-10-31T17:59:12.162355Z
gt_14,Beijing Lodge,hotel,China,Beijing,39.912118,116.41162,78.82,3.49,6219,Beach Access,"Comfortable Beijing Lodge located in Beijing, offering Beach Access. Suitable for business and leisure travelers.",86,family,"Istanbul Boutique, Vienna Park, Moscow Museum",2025-10-31T17:59:12.127690Z
gt_140,Rio de Janeiro Inn,hotel,Brazil,Rio de Janeiro,-22.904028,-43.158989,48.35,4.14,1035,Fitness Center,"Comfortable Rio de Janeiro Inn located in Rio de Janeiro, offering Fitness Center. Suitable for business and leisure travelers.",66,beach,"Johannesburg Temple, Brisbane Lodge",2025-10-31T17:59:12.131552Z
gt_1400,San Francisco Retreat,resort,United States,San Francisco,37.7679,-122.413382,256.9,2.25,3326,Spa,Relaxing resort in San Francisco with Spa. Ideal for holidays and retreats.,84,cultural,"Bangkok Temple, Shanghai Lodge",2025-10-31T17:59:12.162374Z
gt_1401,Goa Suites,hotel,India,Goa,15.329679,74.120712,84.66,4.23,2070,"Breakfast Included, Beach Access, Pool","Comfortable Goa Suites located in Goa, offering Breakfast Included, Beach Access, Pool. Suitable for business and leisure travelers.",74,cultural,,2025-10-31T17:59:12.162389Z
gt_1402,New York Retreat,resort,United States,New York,40.732129,-74.007927,262.39,2.6,140,"Airport Shuttle, Fitness Center, Spa, Parking","Relaxing resort in New York with Airport Shuttle, Fitness Center, Spa, Parking. Ideal for holidays and retreats.",51,beach,"Amsterdam Historic District, Auckland Downtown, Osaka Inn",2025-10-31T17:59:12.162419Z
gt_1403,Singapore Boutique,hotel,Singapore,Singapore,1.350986,103.858645,105.69,3.58,1209,Spa,"Comfortable Singapore Boutique located in Singapore, offering Spa. Suitable for business and leisure travelers.",69,nature,Hong Kong Suites,2025-10-31T17:59:12.162439Z
gt_1404,Accra Temple,attraction,Ghana,Accra,5.594372,-0.232931,10.87,4.31,29301,"Pool, Family Rooms, Beach Access, Bar",Accra Temple is a popular attraction in Accra. Visitors enjoy its scenic value and cultural importance.,100,beach,"Melbourne Suites, Tel Aviv Suites, Lima Lodge",2025-10-31T17:59:12.162475Z
gt_1405,Stockholm Central Station,railway_station,Sweden,Stockholm,59.337246,18.094624,0.0,3.48,35,"Spa, Bar, Breakfast Included",Stockholm Central Station serving Stockholm with national and regional connections.,32,cultural,"Cancun Temple, Jerusalem Viewpoint, Guangzhou Museum",2025-10-31T17:59:12.162495Z
